Facility_ID,State,Facility_Type,Ownership,Year_Established,Number_of_Staff,Number_of_Patients_Annually,Primary_Issue_Treated,Service_Provided,Satisfaction_Rating,Average_Cost_Per_Visit_USD,Contact_Email,Phone_Number,Zip_Code,Accredited,Emergency_Services,Website,Insurance_Accepted,Rating_Category,Has_Parking,Open_24_Hours,Languages_Supported,State_Code,Facility_Code,Admin_Name,Yearly_Budget_USD
851,Texas,Community Health Center,Private,2000,176.0,2874,Depression,Inpatient,1.55,469.69,info@mhc.org,,90210,No,no,https://clinic.com,,Low,Yes,24/7,,TE,FC-00851,Prof. Adams,6398566.350999203
852,Florida,Rehabilitation Center,Non-Profit,2021,22.0,5773,Schizophrenia,Counseling,2.7,334.61,info@mhc.org,(123) 456-7890,60601,Yes,no,mhc.net,Medicaid,Medium,No,,"English, Spanish",FL,FC-00852,,532332.4784561443
853,Florida,Community Health Center,Public,1961,346.0,3224,PTSD,Outpatient,3.21,179.73,info@mhc.org,555 123 4567,10001,Yes,,http://healthcare.gov,Medicare,Medium,False,N/A,"English, Spanish",FL,FC-00853,Jane Smith,6124435.587205138
854,Ohio,Community Health Center,Non-Profit,2002,41.0,8771,OCD,Telehealth,3.4,337.3,contact@clinic.net,(123) 456-7890,10001,Y,yes,https://clinic.com,Private,Medium,No,N/A,Spanish,OH,FC-00854,,1753099.923565061
855,Ohio,Psychiatric Hospital,Private,1954,402.0,1453,OCD,Telehealth,,179.07,contact@clinic.net,,10001,N,,mhc.net,Private,,No,,Spanish,OH,FC-00855,Jane Smith,9858701.395401582
856,California,Psychiatric Hospital,Public,1976,49.0,9181,Depression,Inpatient,2.6,182.13,info@mhc.org,555 123 4567,33101,Y,YES,www.mhc.org,,Medium,Yes,No,Spanish,CA,FC-00856,Prof. Adams,870869.1078324581
857,Georgia,Psychiatric Hospital,Public,1961,157.0,3954,PTSD,Inpatient,4.11,229.82,,(123) 456-7890,60601,Yes,YES,www.mhc.org,None,High,No,No,English,GE,FC-00857,,3862733.030743145
858,Ohio,Psychiatric Hospital,Non-Profit,1966,227.0,8234,OCD,Counseling,4.76,433.59,contact@clinic.net,(123) 456-7890,10001,,no,http://healthcare.gov,None,High,True,Yes,,OH,FC-00858,Prof. Adams,4218152.205396542
859,New York,Telehealth Provider,Private,1955,228.0,1024,PTSD,Counseling,4.45,275.13,info@mhc.org,(123) 456-7890,33101,No,YES,http://healthcare.gov,Medicaid,High,,Yes,"English, Spanish",NE,FC-00859,,7017363.3688485455
860,North Carolina,Psychiatric Hospital,Non-Profit,1954,478.0,2270,Schizophrenia,Inpatient,3.26,355.51,contact@clinic.net,,,N,YES,mhc.net,Medicare,Medium,,Yes,,NO,FC-00860,John Doe,17557693.06295281
861,Texas,Telehealth Provider,Non-Profit,2006,91.0,5606,Depression,Inpatient,2.64,226.39,support@health.com,987-654-3210,90210,No,No,http://healthcare.gov,Medicare,Medium,Yes,24/7,"English, Spanish",TE,FC-00861,John Doe,3820388.853005037
862,Georgia,Telehealth Provider,Non-Profit,1977,342.0,2495,OCD,Telehealth,2.33,168.62,contact@clinic.net,555 123 4567,60601,,,http://healthcare.gov,,Medium,,No,"English, Spanish",GE,FC-00862,,6533048.574775766
863,Michigan,Psychiatric Hospital,Public,2018,217.0,8320,Schizophrenia,Inpatient,1.5,479.59,contact@clinic.net,,60601,N,,www.mhc.org,,Low,True,,Hindi,MI,FC-00863,,3619160.7695145872
864,New York,Private Clinic,Public,2008,210.0,8326,Anxiety,Emergency,1.43,321.61,,555 123 4567,,Y,,mhc.net,None,Low,Yes,N/A,"English, Spanish",NE,FC-00864,Prof. Adams,2264668.735519849
865,Illinois,Rehabilitation Center,Private,1982,456.0,5615,Anxiety,Outpatient,3.75,470.28,contact@clinic.net,,60601,Yes,,http://healthcare.gov,Medicare,High,False,No,"English, Spanish",IL,FC-00865,Dr. Lee,8720320.894653706
866,Ohio,Community Health Center,Private,2011,341.0,2770,Depression,Inpatient,2.04,141.54,,(123) 456-7890,60601,,Yes,mhc.net,Medicare,Medium,,No,Mandarin,OH,FC-00866,,3736069.0080699404
867,Michigan,Telehealth Provider,Non-Profit,1999,437.0,3465,OCD,Counseling,2.02,116.1,support@health.com,(123) 456-7890,60601,Yes,,https://clinic.com,Medicare,Medium,No,No,Mandarin,MI,FC-00867,Jane Smith,10408889.080484757
868,Ohio,Rehabilitation Center,Non-Profit,1968,47.0,688,OCD,Emergency,4.99,435.12,info@mhc.org,987-654-3210,60601,Yes,no,www.mhc.org,Medicaid,High,True,Yes,Hindi,OH,FC-00868,Jane Smith,743903.0070004688
869,Florida,Private Clinic,Non-Profit,2018,220.0,3238,OCD,Counseling,1.75,356.41,,987-654-3210,33101,No,no,www.mhc.org,Medicaid,Low,True,24/7,English,FL,FC-00869,Jane Smith,7303081.264404502
870,New York,Community Health Center,Private,2015,453.0,9195,PTSD,Emergency,1.59,133.96,contact@clinic.net,555 123 4567,33101,,Yes,www.mhc.org,,Low,,,Spanish,NE,FC-00870,John Doe,11483128.88198187
871,Florida,Community Health Center,Public,1996,336.0,6763,Schizophrenia,Inpatient,1.39,171.21,contact@clinic.net,987-654-3210,90210,Yes,,,None,Low,False,Yes,"English, Spanish",FL,FC-00871,Prof. Adams,4617786.983991008
872,California,Telehealth Provider,Public,1988,258.0,4186,OCD,Outpatient,3.32,410.3,,987-654-3210,60601,Y,yes,mhc.net,Private,Medium,No,24/7,,CA,FC-00872,John Doe,6706621.898537652
873,Florida,Psychiatric Hospital,Non-Profit,2017,236.0,8631,Schizophrenia,Counseling,3.51,254.24,support@health.com,555 123 4567,,N,,https://clinic.com,None,High,False,No,Mandarin,FL,FC-00873,Jane Smith,4336246.214736519
874,California,Private Clinic,Non-Profit,1982,57.0,4370,Depression,Emergency,2.46,351.74,info@mhc.org,,10001,,no,http://healthcare.gov,Medicaid,Medium,False,24/7,Spanish,CA,FC-00874,,2120804.3610554403
875,California,Telehealth Provider,Non-Profit,1962,27.0,6119,OCD,Telehealth,3.14,193.26,contact@clinic.net,987-654-3210,90210,No,No,https://clinic.com,Medicaid,Medium,,Yes,English,CA,FC-00875,Jane Smith,663591.144352399
876,Michigan,Private Clinic,Non-Profit,2003,409.0,656,Depression,Inpatient,4.15,221.55,support@health.com,,10001,,YES,mhc.net,,High,No,No,Spanish,MI,FC-00876,,6495410.95075979
877,Ohio,Psychiatric Hospital,Private,1956,448.0,8122,OCD,Outpatient,4.27,495.82,info@mhc.org,(123) 456-7890,10001,No,No,www.mhc.org,Private,High,,Yes,"English, Spanish",OH,FC-00877,Prof. Adams,10744863.044684816
878,Illinois,Psychiatric Hospital,Public,1963,304.0,5552,Anxiety,Inpatient,4.83,161.43,info@mhc.org,987-654-3210,60601,N,yes,,Medicare,High,,,Spanish,IL,FC-00878,Dr. Lee,5768440.5405910555
879,Florida,Telehealth Provider,Non-Profit,1968,205.0,3667,Bipolar Disorder,Telehealth,4.3,277.91,contact@clinic.net,(123) 456-7890,,Y,,mhc.net,Private,High,True,No,"English, Spanish",FL,FC-00879,,8575387.813434765
880,New York,Psychiatric Hospital,Private,2003,196.0,3999,Depression,Outpatient,3.26,429.98,,(123) 456-7890,10001,Yes,Yes,mhc.net,Private,Medium,,24/7,Hindi,NE,FC-00880,John Doe,9669601.67326117
881,California,Rehabilitation Center,Non-Profit,1969,354.0,6577,OCD,Telehealth,1.72,157.65,contact@clinic.net,,10001,,,http://healthcare.gov,Private,Low,Yes,Yes,Mandarin,CA,FC-00881,Jane Smith,3900958.0686615068
882,Ohio,Community Health Center,Non-Profit,1978,233.0,7600,Bipolar Disorder,Inpatient,1.4,236.85,contact@clinic.net,555 123 4567,90210,No,yes,https://clinic.com,,Low,No,N/A,Mandarin,OH,FC-00882,Jane Smith,8760987.679778427
883,Texas,Telehealth Provider,Public,1973,327.0,1116,Depression,Emergency,1.22,326.79,contact@clinic.net,987-654-3210,,N,yes,https://clinic.com,Medicaid,Low,True,24/7,"English, Spanish",TE,FC-00883,Jane Smith,6722568.463795205
884,Georgia,Private Clinic,Non-Profit,2012,497.0,6570,PTSD,Inpatient,3.67,266.53,support@health.com,,,Yes,YES,http://healthcare.gov,Medicare,High,No,24/7,,GE,FC-00884,,6290203.840121574
885,Michigan,Rehabilitation Center,Public,2006,,2162,OCD,Inpatient,4.23,256.78,,555 123 4567,10001,N,yes,,Private,High,True,No,Mandarin,MI,FC-00885,Prof. Adams,
886,Illinois,Telehealth Provider,Public,1957,374.0,9130,PTSD,Inpatient,3.03,213.13,support@health.com,(123) 456-7890,,Y,No,www.mhc.org,Medicare,Medium,Yes,24/7,,IL,FC-00886,,16919904.65141791
887,Pennsylvania,Psychiatric Hospital,Public,2011,346.0,9929,Anxiety,Counseling,1.22,313.99,contact@clinic.net,987-654-3210,90210,Yes,YES,www.mhc.org,Private,Low,,Yes,"English, Spanish",PE,FC-00887,John Doe,8353913.988756746
888,Michigan,Psychiatric Hospital,Private,1978,238.0,4421,OCD,Telehealth,3.14,330.97,,(123) 456-7890,90210,Yes,,,Medicaid,Medium,True,N/A,Hindi,MI,FC-00888,Jane Smith,11848057.85270255
889,Texas,Psychiatric Hospital,Private,1966,399.0,3596,Anxiety,Telehealth,4.74,343.98,info@mhc.org,(123) 456-7890,90210,Yes,,http://healthcare.gov,Medicare,High,True,,"English, Spanish",TE,FC-00889,,11050339.595378188
890,Georgia,Psychiatric Hospital,Public,2015,476.0,1913,Bipolar Disorder,Telehealth,3.39,81.67,,987-654-3210,60601,No,Yes,mhc.net,None,Medium,True,N/A,Hindi,GE,FC-00890,Jane Smith,8331861.193726968
891,Texas,Private Clinic,Non-Profit,1955,86.0,6356,Depression,Counseling,4.24,333.97,contact@clinic.net,555 123 4567,10001,Yes,yes,https://clinic.com,Medicaid,High,Yes,Yes,Mandarin,TE,FC-00891,John Doe,3533373.875717558
892,Florida,Rehabilitation Center,Public,2007,197.0,9743,Schizophrenia,Emergency,4.2,478.96,,555 123 4567,,N,yes,mhc.net,Medicare,High,No,No,,FL,FC-00892,Dr. Lee,9270758.664974313
893,California,Community Health Center,Non-Profit,2018,355.0,2413,Anxiety,Inpatient,4.73,293.44,info@mhc.org,987-654-3210,90210,No,no,https://clinic.com,Private,High,Yes,Yes,"English, Spanish",CA,FC-00893,Dr. Lee,15131818.637011973
894,Illinois,Private Clinic,Public,1977,279.0,9806,Schizophrenia,Emergency,4.08,371.87,info@mhc.org,987-654-3210,10001,Yes,YES,mhc.net,Private,High,True,24/7,Mandarin,IL,FC-00894,Dr. Lee,11106423.451747209
895,North Carolina,Private Clinic,Non-Profit,2011,,1331,Schizophrenia,Counseling,3.99,300.53,,,10001,N,no,http://healthcare.gov,Medicaid,High,True,No,Hindi,NO,FC-00895,Jane Smith,
896,California,Community Health Center,Private,1990,319.0,9937,Depression,Telehealth,1.94,434.63,info@mhc.org,,60601,N,YES,http://healthcare.gov,Medicaid,Low,,,"English, Spanish",CA,FC-00896,,4012897.043300745
897,North Carolina,Community Health Center,Non-Profit,2018,141.0,5931,Bipolar Disorder,Inpatient,1.24,468.31,support@health.com,(123) 456-7890,,,No,,Private,Low,Yes,,Hindi,NO,FC-00897,Jane Smith,2545328.325878906
898,Georgia,Psychiatric Hospital,Public,1990,,3099,Depression,Outpatient,,132.9,,987-654-3210,,N,YES,mhc.net,Medicare,,Yes,Yes,Spanish,GE,FC-00898,Prof. Adams,
899,Ohio,Private Clinic,Private,1998,81.0,3540,OCD,Outpatient,1.5,246.59,info@mhc.org,555 123 4567,90210,Y,,mhc.net,None,Low,False,24/7,Hindi,OH,FC-00899,,3908087.5788466693
900,Pennsylvania,Telehealth Provider,Non-Profit,1998,290.0,4156,Anxiety,Emergency,4.85,226.57,info@mhc.org,(123) 456-7890,90210,Yes,Yes,,,High,No,,Spanish,PE,FC-00900,John Doe,11285108.484234108
901,New York,Community Health Center,Non-Profit,2020,342.0,405,Schizophrenia,Telehealth,2.16,232.35,,(123) 456-7890,10001,Yes,YES,,Medicaid,Medium,False,N/A,Mandarin,NE,FC-00901,Dr. Lee,14750912.057901625
902,California,Community Health Center,Non-Profit,1952,169.0,1789,Depression,Outpatient,4.41,106.49,support@health.com,(123) 456-7890,,Yes,YES,http://healthcare.gov,Private,High,False,No,"English, Spanish",CA,FC-00902,,3564506.743087778
903,Illinois,Rehabilitation Center,Non-Profit,1959,196.0,9809,Depression,Emergency,2.55,416.13,,(123) 456-7890,,N,YES,http://healthcare.gov,Medicare,Medium,No,N/A,Mandarin,IL,FC-00903,,7321172.535235465
904,Texas,Telehealth Provider,Non-Profit,1984,495.0,4017,Depression,Counseling,2.29,66.09,info@mhc.org,555 123 4567,90210,N,Yes,mhc.net,Medicaid,Medium,,,English,TE,FC-00904,Dr. Lee,22026275.238884326
905,Illinois,Telehealth Provider,Private,1951,200.0,7180,Anxiety,Emergency,4.74,287.7,,(123) 456-7890,33101,Yes,yes,http://healthcare.gov,Medicare,High,,,Hindi,IL,FC-00905,John Doe,5835292.1191726765
906,Georgia,Community Health Center,Private,1973,431.0,8711,Bipolar Disorder,Emergency,2.45,347.85,info@mhc.org,987-654-3210,10001,No,Yes,http://healthcare.gov,Medicaid,Medium,No,Yes,Mandarin,GE,FC-00906,Jane Smith,11721335.670378279
907,North Carolina,Psychiatric Hospital,Private,1987,129.0,3036,Depression,Emergency,2.56,143.36,contact@clinic.net,,,No,yes,mhc.net,Private,Medium,No,Yes,Mandarin,NO,FC-00907,Jane Smith,5002127.289307978
908,Texas,Rehabilitation Center,Private,1971,229.0,3962,Anxiety,Inpatient,1.42,457.63,,555 123 4567,60601,Y,,,Medicare,Low,Yes,No,Spanish,TE,FC-00908,,7418791.046001876
909,New York,Telehealth Provider,Public,1975,62.0,9742,Schizophrenia,Emergency,3.68,427.35,,987-654-3210,60601,,Yes,mhc.net,Private,High,Yes,Yes,Hindi,NE,FC-00909,Dr. Lee,3083064.286321229
910,New York,Community Health Center,Private,1992,231.0,5749,OCD,Emergency,2.16,261.99,info@mhc.org,987-654-3210,33101,Y,yes,www.mhc.org,Medicare,Medium,Yes,24/7,Spanish,NE,FC-00910,Prof. Adams,6237949.87873191
911,California,Telehealth Provider,Non-Profit,2004,460.0,3361,PTSD,Inpatient,3.34,235.02,info@mhc.org,987-654-3210,90210,Yes,,mhc.net,Medicaid,Medium,Yes,No,"English, Spanish",CA,FC-00911,John Doe,7837356.302779754
912,Georgia,Rehabilitation Center,Non-Profit,1988,421.0,9456,Anxiety,Inpatient,3.37,156.46,info@mhc.org,,90210,Yes,,www.mhc.org,,Medium,True,24/7,Mandarin,GE,FC-00912,Jane Smith,12157386.288921507
913,Ohio,Rehabilitation Center,Private,1978,140.0,1919,PTSD,Counseling,3.88,378.5,info@mhc.org,,90210,Yes,yes,mhc.net,,High,True,Yes,Hindi,OH,FC-00913,John Doe,2717147.9613472954
914,Georgia,Private Clinic,Non-Profit,1969,246.0,1442,Depression,Telehealth,3.98,109.28,,,60601,,yes,www.mhc.org,None,High,,No,Mandarin,GE,FC-00914,John Doe,7982737.59661789
915,North Carolina,Community Health Center,Private,1990,255.0,5660,Depression,Outpatient,3.06,356.11,info@mhc.org,987-654-3210,90210,N,No,www.mhc.org,None,Medium,True,,"English, Spanish",NO,FC-00915,John Doe,3833129.3228670475
916,Illinois,Rehabilitation Center,Non-Profit,2003,235.0,2326,Anxiety,Outpatient,2.32,429.11,,,60601,,,mhc.net,Private,Medium,True,N/A,,IL,FC-00916,Dr. Lee,11279776.971362349
917,New York,Private Clinic,Public,1969,,1179,PTSD,Emergency,4.35,152.81,support@health.com,(123) 456-7890,33101,Y,yes,http://healthcare.gov,Medicare,High,Yes,,"English, Spanish",NE,FC-00917,Dr. Lee,
918,Illinois,Private Clinic,Public,1968,415.0,4306,Depression,Counseling,2.24,439.89,,,10001,N,,https://clinic.com,None,Medium,Yes,24/7,Spanish,IL,FC-00918,Dr. Lee,6732385.592007249
919,Illinois,Telehealth Provider,Private,2015,105.0,6380,Schizophrenia,Emergency,3.03,65.0,info@mhc.org,555 123 4567,,N,Yes,http://healthcare.gov,Medicaid,Medium,No,,Spanish,IL,FC-00919,,1774050.2755374406
920,Illinois,Telehealth Provider,Private,1979,,7335,Bipolar Disorder,Outpatient,2.61,460.75,info@mhc.org,987-654-3210,33101,Y,no,www.mhc.org,,Medium,Yes,,Mandarin,IL,FC-00920,Dr. Lee,
921,New York,Private Clinic,Private,2002,209.0,913,Bipolar Disorder,Inpatient,4.42,103.26,support@health.com,987-654-3210,60601,N,no,mhc.net,Medicare,High,No,N/A,Spanish,NE,FC-00921,,8551288.395668823
922,Michigan,Telehealth Provider,Non-Profit,1983,256.0,5189,Depression,Telehealth,2.73,340.59,,(123) 456-7890,33101,No,YES,mhc.net,,Medium,No,N/A,Hindi,MI,FC-00922,Jane Smith,4803372.397235502
923,Florida,Rehabilitation Center,Private,1971,81.0,2131,PTSD,Counseling,2.54,162.54,support@health.com,,,Y,yes,mhc.net,Medicare,Medium,True,,"English, Spanish",FL,FC-00923,Jane Smith,1007548.3713728832
924,North Carolina,Psychiatric Hospital,Public,2016,327.0,8614,OCD,Inpatient,3.76,426.45,,,10001,Y,yes,mhc.net,None,High,Yes,N/A,Mandarin,NO,FC-00924,Jane Smith,10405588.337700605
925,Michigan,Rehabilitation Center,Non-Profit,1955,194.0,9195,Depression,Telehealth,3.41,280.54,info@mhc.org,555 123 4567,,No,,https://clinic.com,None,Medium,True,,"English, Spanish",MI,FC-00925,Jane Smith,7306793.605431598
926,North Carolina,Private Clinic,Private,1976,15.0,9833,OCD,Counseling,1.43,110.86,,(123) 456-7890,60601,,YES,,Private,Low,Yes,No,"English, Spanish",NO,FC-00926,Jane Smith,296619.2947756302
927,Texas,Private Clinic,Non-Profit,1959,215.0,6011,OCD,Counseling,3.03,306.95,info@mhc.org,555 123 4567,,,yes,www.mhc.org,Medicare,Medium,True,,Mandarin,TE,FC-00927,Dr. Lee,8512002.974655489
928,Georgia,Rehabilitation Center,Non-Profit,1997,41.0,2753,PTSD,Outpatient,3.94,233.55,info@mhc.org,555 123 4567,33101,,,https://clinic.com,Medicaid,High,True,Yes,,GE,FC-00928,Prof. Adams,1969055.8073091584
929,Georgia,Telehealth Provider,Private,2019,108.0,3440,OCD,Inpatient,4.97,347.65,contact@clinic.net,987-654-3210,90210,N,yes,http://healthcare.gov,None,High,True,N/A,Spanish,GE,FC-00929,Dr. Lee,1672161.5924012428
930,Pennsylvania,Telehealth Provider,Non-Profit,2008,,7976,Schizophrenia,Counseling,3.52,446.86,contact@clinic.net,987-654-3210,33101,No,,,Private,High,,N/A,English,PE,FC-00930,Prof. Adams,
931,Georgia,Private Clinic,Public,2008,396.0,1241,PTSD,Counseling,2.48,234.23,,,60601,Y,yes,,None,Medium,True,24/7,English,GE,FC-00931,Dr. Lee,4860376.498796268
932,New York,Community Health Center,Public,1951,265.0,9141,Depression,Telehealth,1.9,180.45,info@mhc.org,,10001,Y,No,mhc.net,,Low,False,24/7,English,NE,FC-00932,Jane Smith,4840606.676645585
933,Ohio,Telehealth Provider,Non-Profit,1978,,8658,Schizophrenia,Outpatient,4.49,56.53,support@health.com,555 123 4567,,Y,,https://clinic.com,None,High,False,Yes,Spanish,OH,FC-00933,John Doe,
934,California,Rehabilitation Center,Private,2017,,2997,Anxiety,Emergency,4.26,308.68,info@mhc.org,,10001,N,No,http://healthcare.gov,Medicare,High,False,N/A,,CA,FC-00934,Prof. Adams,
935,Pennsylvania,Telehealth Provider,Non-Profit,2014,186.0,9381,Bipolar Disorder,Outpatient,1.94,231.02,support@health.com,555 123 4567,60601,N,No,mhc.net,Private,Low,No,N/A,"English, Spanish",PE,FC-00935,John Doe,7966988.520388197
936,California,Rehabilitation Center,Public,1975,324.0,4141,Depression,Emergency,1.8,218.59,,,,,No,mhc.net,Medicare,Low,True,24/7,Mandarin,CA,FC-00936,Jane Smith,10719610.638762286
937,North Carolina,Private Clinic,Non-Profit,1959,296.0,2138,Depression,Inpatient,3.86,132.32,,,33101,N,No,www.mhc.org,Medicaid,High,False,24/7,,NO,FC-00937,Prof. Adams,5595404.4720387
938,California,Telehealth Provider,Non-Profit,2002,358.0,4370,Depression,Inpatient,2.26,243.52,support@health.com,987-654-3210,33101,,Yes,,Medicaid,Medium,No,,English,CA,FC-00938,John Doe,4154384.4664107547
939,California,Rehabilitation Center,Public,2008,264.0,4783,Schizophrenia,Counseling,,493.0,support@health.com,987-654-3210,60601,,YES,http://healthcare.gov,None,,False,N/A,Hindi,CA,FC-00939,Dr. Lee,8483884.942228112
940,Pennsylvania,Private Clinic,Non-Profit,1971,,594,Anxiety,Inpatient,1.61,183.99,info@mhc.org,987-654-3210,,Y,no,,Private,Low,Yes,N/A,Spanish,PE,FC-00940,Jane Smith,
941,Texas,Community Health Center,Non-Profit,2000,199.0,7216,PTSD,Counseling,2.06,319.87,,987-654-3210,33101,N,Yes,https://clinic.com,Private,Medium,,,Spanish,TE,FC-00941,Dr. Lee,4718162.857815507
942,Illinois,Rehabilitation Center,Private,1997,317.0,1884,Anxiety,Outpatient,2.71,399.42,info@mhc.org,(123) 456-7890,60601,,yes,www.mhc.org,Private,Medium,True,N/A,Mandarin,IL,FC-00942,Dr. Lee,9639237.843024524
943,Georgia,Community Health Center,Private,1970,354.0,3610,Schizophrenia,Inpatient,3.93,387.12,support@health.com,987-654-3210,60601,No,yes,mhc.net,Private,High,,Yes,Hindi,GE,FC-00943,Jane Smith,16336852.705316488
944,Georgia,Community Health Center,Public,1971,136.0,3886,Depression,Outpatient,2.35,197.95,contact@clinic.net,(123) 456-7890,10001,No,YES,www.mhc.org,None,Medium,,24/7,"English, Spanish",GE,FC-00944,Prof. Adams,1805118.8993626204
945,New York,Psychiatric Hospital,Public,1979,434.0,5366,Bipolar Disorder,Outpatient,2.31,324.89,contact@clinic.net,987-654-3210,33101,N,no,mhc.net,Medicare,Medium,Yes,24/7,,NE,FC-00945,,15947027.801752176
946,Pennsylvania,Telehealth Provider,Public,1974,296.0,9290,Depression,Inpatient,2.14,442.07,contact@clinic.net,,,Y,no,www.mhc.org,None,Medium,Yes,24/7,Hindi,PE,FC-00946,,3126722.420377762
947,New York,Rehabilitation Center,Private,1977,263.0,5528,PTSD,Outpatient,2.91,56.95,support@health.com,555 123 4567,33101,Y,no,mhc.net,Medicare,Medium,Yes,No,,NE,FC-00947,Jane Smith,9256637.970830312
948,Ohio,Community Health Center,Public,2014,222.0,6781,OCD,Inpatient,1.72,246.08,info@mhc.org,,33101,,No,,,Low,No,Yes,,OH,FC-00948,,7117608.505255671
949,Ohio,Psychiatric Hospital,Public,1994,259.0,6993,Bipolar Disorder,Inpatient,2.94,150.92,,,33101,N,Yes,,,Medium,False,Yes,"English, Spanish",OH,FC-00949,John Doe,11000938.1841331
950,New York,Private Clinic,Public,2017,93.0,9743,Depression,Inpatient,3.82,224.88,support@health.com,(123) 456-7890,60601,No,yes,,Medicare,High,True,,"English, Spanish",NE,FC-00950,Prof. Adams,2907784.3990558633
951,Pennsylvania,Rehabilitation Center,Private,1956,496.0,4758,Bipolar Disorder,Emergency,1.12,237.2,contact@clinic.net,987-654-3210,90210,,Yes,,None,Low,Yes,No,"English, Spanish",PE,FC-00951,Dr. Lee,11955913.338566566
952,New York,Community Health Center,Non-Profit,1998,392.0,7182,OCD,Outpatient,1.04,386.0,info@mhc.org,555 123 4567,90210,,Yes,www.mhc.org,Medicaid,Low,True,N/A,Mandarin,NE,FC-00952,Dr. Lee,7726333.662426594
953,Georgia,Telehealth Provider,Public,1958,415.0,6969,Anxiety,Telehealth,1.3,92.22,,555 123 4567,10001,Yes,Yes,mhc.net,None,Low,True,Yes,Spanish,GE,FC-00953,Jane Smith,5565145.713582412
954,Michigan,Psychiatric Hospital,Non-Profit,1985,397.0,7707,Schizophrenia,Inpatient,3.14,280.66,,987-654-3210,33101,N,no,,Medicaid,Medium,True,No,English,MI,FC-00954,Dr. Lee,12459649.267827328
